,description,industry,level,size,line_code,value
326,"Type of outstanding debt: credit cards, excluding unused credit limits",Arts & recreation services,1,total,D0207,183
327,"Type of outstanding debt: credit cards, excluding unused credit limits",Other services,1,total,D0207,675
328,"Type of outstanding debt: credit cards, excluding unused credit limits",total,0,total,D0207,21111
329,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",total,0,619 employees,D0208,11022
330,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",total,0,2049 employees,D0208,3117
331,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",total,0,5099 employees,D0208,861
332,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",total,0,100+ employees,D0208,588
333,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts","Agriculture, forestry, & fishing",1,total,D0208,762
334,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Agriculture,2,total,D0208,429
335,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Commercial fishing,2,total,D0208,15
336,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Forestry & logging,2,total,D0208,72
337,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts","Agriculture, forestry, & fishing support services",2,total,D0208,246
338,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Mining,1,total,D0208,39
339,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Manufacturing,1,total,D0208,2037
340,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts","Food, beverage, & tobacco",2,total,D0208,435
341,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts","Textile, clothing, footwear, & leather",2,total,D0208,102
342,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Wood & paper product,2,total,D0208,249
343,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts","Printing, publishing, & recorded media",2,total,D0208,63
344,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts","Petroleum, coal, chemical, & associated product",2,total,D0208,150
345,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Non-metallic mineral product,2,total,D0208,63
346,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Metal product,2,total,D0208,306
347,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Transport and industrial machinery & equipment,2,total,D0208,426
348,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Other machinery & equipment,2,total,D0208,75
349,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Other manufacturing,2,total,D0208,162
350,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts","Electricity, gas, water, & waste services",1,total,D0208,66
351,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Construction,1,total,D0208,2208
352,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Wholesale trade,1,total,D0208,1251
353,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Machinery & equipment wholesaling,2,total,D0208,375
354,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Other wholesale trade,2,total,D0208,876
355,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Retail trade,1,total,D0208,2238
356,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Accommodation & food services,1,total,D0208,1719
357,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts","Transport, postal, & warehousing",1,total,D0208,423
358,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Information media & telecommunications,1,total,D0208,138
359,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Publishing,2,total,D0208,33
360,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Motion picture,2,total,D0208,69
361,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Telecommunications,2,total,D0208,33
362,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Financial & insurance services,1,total,D0208,192
363,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Finance,2,total,D0208,60
364,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Insurance,2,total,D0208,6
365,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Auxiliary,2,total,D0208,129
366,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts","Rental, hiring, & real estate services",1,total,D0208,357
367,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts","Professional, scientific, & technical services",1,total,D0208,1989
368,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Computer systems design,2,total,D0208,258
369,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Other professional scientific,2,total,D0208,1734
370,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Administrative & support services,1,total,D0208,480
371,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Education & training,1,total,D0208,399
372,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Health care & social assistance,1,total,D0208,693
373,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Arts & recreation services,1,total,D0208,117
374,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",Other services,1,total,D0208,480
375,"Type of outstanding debt: shareholders' current account, excluding overdrawn accounts",total,0,total,D0208,15591
376,Type of outstanding debt: other,total,0,619 employees,D0209,19200
377,Type of outstanding debt: other,total,0,2049 employees,D0209,5226
378,Type of outstanding debt: other,total,0,5099 employees,D0209,1629
379,Type of outstanding debt: other,total,0,100+ employees,D0209,1449
380,Type of outstanding debt: other,"Agriculture, forestry, & fishing",1,total,D0209,1716
381,Type of outstanding debt: other,Agriculture,2,total,D0209,957
382,Type of outstanding debt: other,Commercial fishing,2,total,D0209,24
383,Type of outstanding debt: other,Forestry & logging,2,total,D0209,147
384,Type of outstanding debt: other,"Agriculture, forestry, & fishing support services",2,total,D0209,588
385,Type of outstanding debt: other,Mining,1,total,D0209,75
386,Type of outstanding debt: other,Manufacturing,1,total,D0209,3309
387,Type of outstanding debt: other,"Food, beverage, & tobacco",2,total,D0209,723
388,Type of outstanding debt: other,"Textile, clothing, footwear, & leather",2,total,D0209,153
389,Type of outstanding debt: other,Wood & paper product,2,total,D0209,294
390,Type of outstanding debt: other,"Printing, publishing, & recorded media",2,total,D0209,126
391,Type of outstanding debt: other,"Petroleum, coal, chemical, & associated product",2,total,D0209,327
392,Type of outstanding debt: other,Non-metallic mineral product,2,total,D0209,126
393,Type of outstanding debt: other,Metal product,2,total,D0209,612
394,Type of outstanding debt: other,Transport and industrial machinery & equipment,2,total,D0209,564
395,Type of outstanding debt: other,Other machinery & equipment,2,total,D0209,138
396,Type of outstanding debt: other,Other manufacturing,2,total,D0209,252
397,Type of outstanding debt: other,"Electricity, gas, water, & waste services",1,total,D0209,123
398,Type of outstanding debt: other,Construction,1,total,D0209,3837
399,Type of outstanding debt: other,Wholesale trade,1,total,D0209,2013
400,Type of outstanding debt: other,Machinery & equipment wholesaling,2,total,D0209,615
401,Type of outstanding debt: other,Other wholesale trade,2,total,D0209,1395
402,Type of outstanding debt: other,Retail trade,1,total,D0209,3273
403,Type of outstanding debt: other,Accommodation & food services,1,total,D0209,3567
404,Type of outstanding debt: other,"Transport, postal, & warehousing",1,total,D0209,903
405,Type of outstanding debt: other,Information media & telecommunications,1,total,D0209,297
406,Type of outstanding debt: other,Publishing,2,total,D0209,114
407,Type of outstanding debt: other,Motion picture,2,total,D0209,111
408,Type of outstanding debt: other,Telecommunications,2,total,D0209,72
409,Type of outstanding debt: other,Financial & insurance services,1,total,D0209,384
410,Type of outstanding debt: other,Finance,2,total,D0209,129
411,Type of outstanding debt: other,Insurance,2,total,D0209,30
412,Type of outstanding debt: other,Auxiliary,2,total,D0209,228
413,Type of outstanding debt: other,"Rental, hiring, & real estate services",1,total,D0209,606
414,Type of outstanding debt: other,"Professional, scientific, & technical services",1,total,D0209,3195
415,Type of outstanding debt: other,Computer systems design,2,total,D0209,615
416,Type of outstanding debt: other,Other professional scientific,2,total,D0209,2580
417,Type of outstanding debt: other,Administrative & support services,1,total,D0209,1068
418,Type of outstanding debt: other,Education & training,1,total,D0209,621
419,Type of outstanding debt: other,Health care & social assistance,1,total,D0209,1533
420,Type of outstanding debt: other,Arts & recreation services,1,total,D0209,300
421,Type of outstanding debt: other,Other services,1,total,D0209,678
